http://www.okkam.org/ontology_restaurant1.owl#name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,entityUrl,http://www.okkam.org/ontology_restaurant1.owl#phone_number,http://www.okkam.org/ontology_restaurant1.owl#has_address,http://www.okkam.org/ontology_restaurant1.owl#category,http://www.okkam.org/ontology_restaurant1.owl#street,http://www.okkam.org/ontology_restaurant1.owl#is_in_city
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City60,,,,,
rex il ristorante,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant19,213/627-2300,http://www.okkam.org/oaie/restaurant1-Address19,italian,,
delectables,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant80,404/681-2909,http://www.okkam.org/oaie/restaurant1-Address80,american,,
hotel bel-air,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant2,310/472-1211,http://www.okkam.org/oaie/restaurant1-Address2,californian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address96,,,,1 mission st.,http://www.okkam.org/oaie/restaurant1-City96
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City30,,,,,
oceana,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant50,212/759-5941,http://www.okkam.org/oaie/restaurant1-Address50,seafood,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address66,,,,152 w. 44th st.,http://www.okkam.org/oaie/restaurant1-City66
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address107,,,,1737 post st.,http://www.okkam.org/oaie/restaurant1-City107
spago,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant20,310/652-4025,http://www.okkam.org/oaie/restaurant1-Address20,californian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address36,,,,42 e. 20th st.  between park ave. s and broadway,http://www.okkam.org/oaie/restaurant1-City36
las vegas,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City72,,,,,
toulouse,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant92,404/351-9533,http://www.okkam.org/oaie/restaurant1-Address92,french,,
studio city,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City1,,,,,
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City42,,,,,
smith & wollensky,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant62,212/753-1530,http://www.okkam.org/oaie/restaurant1-Address62,american,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address78,,,,3073 piedmont road,http://www.okkam.org/oaie/restaurant1-City78
los angeles,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City12,,,,,
dawat,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant32,212/355-7555,http://www.okkam.org/oaie/restaurant1-Address32,asian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address48,,,,57 jane st.  off hudson st.,http://www.okkam.org/oaie/restaurant1-City48
lulu,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant105,415/495-5775,http://www.okkam.org/oaie/restaurant1-Address105,mediterranean,,
atlanta,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City84,,,,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address18,,,,12969 ventura blvd.,http://www.okkam.org/oaie/restaurant1-City18
san francisco,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City107,,,,,
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City54,,,,,
abruzzi,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant74,404/261-8186,http://www.okkam.org/oaie/restaurant1-Address74,italian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address1,,,,12224 ventura blvd.,http://www.okkam.org/oaie/restaurant1-City1
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City24,,,,,
lutece,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant44,212/752-2225,http://www.okkam.org/oaie/restaurant1-Address44,french,,
san francisco,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City96,,,,,
matsuhisa,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant14,310/659-9639,http://www.okkam.org/oaie/restaurant1-Address14,asian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address91,,,,181 peachtree st.,http://www.okkam.org/oaie/restaurant1-City91
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City66,,,,,
mary mac's tea room,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant86,404/876-1800,http://www.okkam.org/oaie/restaurant1-Address86,southern,,
granita,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant8,310/456-0488,http://www.okkam.org/oaie/restaurant1-Address8,californian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address102,,,,22 hawthorne st.,http://www.okkam.org/oaie/restaurant1-City102
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address61,,,,1110 3rd ave. at 65th st.,http://www.okkam.org/oaie/restaurant1-City61
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City36,,,,,
river cafe,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant56,718/522-5200,http://www.okkam.org/oaie/restaurant1-Address56,american,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address31,,,,20 e. 76th st.,http://www.okkam.org/oaie/restaurant1-City31
cafe lalo,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant26,212/496-6031,http://www.okkam.org/oaie/restaurant1-Address26,coffee bar,,
atlanta,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City78,,,,,
campton place,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant98,415/955-5555,http://www.okkam.org/oaie/restaurant1-Address98,american,,
hollywood,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City7,,,,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address73,,,,2245 e. flamingo rd.,http://www.okkam.org/oaie/restaurant1-City73
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City48,,,,,
coyote cafe,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant68,702/891-7349,http://www.okkam.org/oaie/restaurant1-Address68,southwestern,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address43,,,,2 e. 55th st.,http://www.okkam.org/oaie/restaurant1-City43
los angeles,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City18,,,,,
fleur de lys,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant100,415/673-7779,http://www.okkam.org/oaie/restaurant1-Address100,french,,
jo jo,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant38,212/223-5656,http://www.okkam.org/oaie/restaurant1-Address38,american,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address13,,,,3rd st.,http://www.okkam.org/oaie/restaurant1-City13
san francisco,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City102,,,,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address85,,,,2637 peachtree rd.  peachtree house condominium,http://www.okkam.org/oaie/restaurant1-City85
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address7,,,,8358 sunset blvd. west,http://www.okkam.org/oaie/restaurant1-City7
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address55,,,,30 rockefeller plaza,http://www.okkam.org/oaie/restaurant1-City55
adriano's ristorante,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant112,310/475-9807,http://www.okkam.org/oaie/restaurant1-Address112,italian,,
atlanta,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City91,,,,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address25,,,,34 e. 61st st.,http://www.okkam.org/oaie/restaurant1-City25
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City61,,,,,
georgia grille,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant81,404/352-3517,http://www.okkam.org/oaie/restaurant1-Address81,american,,
cafe bizou,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant3,818/788-3536,http://www.okkam.org/oaie/restaurant1-Address3,french,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address97,,,,7 claude la.,http://www.okkam.org/oaie/restaurant1-City97
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City31,,,,,
park avenue cafe,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant51,212/644-1900,http://www.okkam.org/oaie/restaurant1-Address51,american,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address108,,,,3201 fillmore st.,http://www.okkam.org/oaie/restaurant1-City108
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address67,,,,3200 las vegas blvd. s,http://www.okkam.org/oaie/restaurant1-City67
valentino,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant21,310/829-4313,http://www.okkam.org/oaie/restaurant1-Address21,italian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address37,,,,402 w. 44th st.,http://www.okkam.org/oaie/restaurant1-City37
las vegas,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City73,,,,,
veni vidi vici,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant93,404/875-8424,http://www.okkam.org/oaie/restaurant1-Address93,italian,,
bel air,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City2,,,,,
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City43,,,,,
tavern on the green,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant63,212/873-3200,http://www.okkam.org/oaie/restaurant1-Address63,american,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address79,,,,1529 piedmont ave.,http://www.okkam.org/oaie/restaurant1-City79
los angeles,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City13,,,,,
felidia,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant33,212/758-1479,http://www.okkam.org/oaie/restaurant1-Address33,italian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address49,,,,239 w. broadway  between walker and white sts.,http://www.okkam.org/oaie/restaurant1-City49
masa's,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant106,415/989-7154,http://www.okkam.org/oaie/restaurant1-Address106,french,,
atlanta,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City85,,,,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address19,,,,617 s. olive st.,http://www.okkam.org/oaie/restaurant1-City19
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address80,,,,1 margaret mitchell sq.,http://www.okkam.org/oaie/restaurant1-City80
san francisco,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City108,,,,,
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City55,,,,,
bacchanalia,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant75,404/365-0410,http://www.okkam.org/oaie/restaurant1-Address75,international,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address2,,,,701 stone canyon rd.,http://www.okkam.org/oaie/restaurant1-City2
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address50,,,,55 e. 54th st.,http://www.okkam.org/oaie/restaurant1-City50
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City25,,,,,
manhattan ocean club,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant45,212/ 371-7777,http://www.okkam.org/oaie/restaurant1-Address45,seafood,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address20,,,,1114 horn ave.,http://www.okkam.org/oaie/restaurant1-City20
san francisco,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City97,,,,,
the palm,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant15,310/550-8811,http://www.okkam.org/oaie/restaurant1-Address15,american,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address92,,,,b peachtree rd.,http://www.okkam.org/oaie/restaurant1-City92
las vegas,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City67,,,,,
nikolai's roof,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant87,404/221-6362,http://www.okkam.org/oaie/restaurant1-Address87,continental,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address62,,,,201 e. 49th st.,http://www.okkam.org/oaie/restaurant1-City62
grill on the alley,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant9,310/276-0615,http://www.okkam.org/oaie/restaurant1-Address9,american,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address103,,,,5937 geary blvd.,http://www.okkam.org/oaie/restaurant1-City103
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City37,,,,,
san domenico,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant57,212/265-5959,http://www.okkam.org/oaie/restaurant1-Address57,italian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address32,,,,210 e. 58th st.,http://www.okkam.org/oaie/restaurant1-City32
cafe des artistes,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant27,212/877-3500,http://www.okkam.org/oaie/restaurant1-Address27,continental,,
atlanta,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City79,,,,,
chez michel,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant99,415/775-7036,http://www.okkam.org/oaie/restaurant1-Address99,french,,
malibu,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City8,,,,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address74,,,,2355 peachtree rd.  peachtree battle shopping center,http://www.okkam.org/oaie/restaurant1-City74
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City49,,,,,
le montrachet,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant69,702/732-5111,http://www.okkam.org/oaie/restaurant1-Address69,continental,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address44,,,,249 e. 50th st.,http://www.okkam.org/oaie/restaurant1-City44
los angeles,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City19,,,,,
fringale,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant101,415/543-0573,http://www.okkam.org/oaie/restaurant1-Address101,french,,
atlanta,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City80,,,,,
la caravelle,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant39,212/586-4252,http://www.okkam.org/oaie/restaurant1-Address39,french,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address14,,,,129 n. la cienega blvd.,http://www.okkam.org/oaie/restaurant1-City14
san francisco,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City103,,,,,
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City50,,,,,
palace court,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant70,702/731-7547,http://www.okkam.org/oaie/restaurant1-Address70,continental,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address86,,,,224 ponce de leon ave.,http://www.okkam.org/oaie/restaurant1-City86
los angeles,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City20,,,,,
la cote basque,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant40,212/688-6525,http://www.okkam.org/oaie/restaurant1-Address40,french,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address8,,,,23725 w. malibu rd.,http://www.okkam.org/oaie/restaurant1-City8
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address56,,,,1 water st. at the east river,http://www.okkam.org/oaie/restaurant1-City56
atlanta,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City92,,,,,
restaurant katsu,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant10,213/665-1891,http://www.okkam.org/oaie/restaurant1-Address10,asian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address26,,,,201 w. 83rd st.,http://www.okkam.org/oaie/restaurant1-City26
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City62,,,,,
hedgerose heights inn,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant82,404/233-7673,http://www.okkam.org/oaie/restaurant1-Address82,international,,
campanile,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant4,213/938-1447,http://www.okkam.org/oaie/restaurant1-Address4,american,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address98,,,,340 stockton st.,http://www.okkam.org/oaie/restaurant1-City98
new york,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City32,,,,,
petrossian,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant52,212/245-2214,http://www.okkam.org/oaie/restaurant1-Address52,french,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address109,,,,545 post st.,http://www.okkam.org/oaie/restaurant1-City109
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address68,,,,3799 las vegas blvd. s,http://www.okkam.org/oaie/restaurant1-City68
yujean kang's gourmet chinese cuisine,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,http://www.okkam.org/oaie/restaurant1-Restaurant22,818/585-0855,http://www.okkam.org/oaie/restaurant1-Address22,asian,,
,http://www.okkam.org/ontology_restaurant1.owl#Address,http://www.okkam.org/oaie/restaurant1-Address38,,,,160 e. 64th st.,http://www.okkam.org/oaie/restaurant1-City38
atlanta,http://www.okkam.org/ontology_restaurant1.owl#City,http://www.okkam.org/oaie/restaurant1-City74,,,,,
