id,http://www.okkam.org/ontology_restaurant2.owl#has_category,http://www.okkam.org/ontology_restaurant2.owl#phone_number,http://www.okkam.org/ontology_restaurant2.owl#name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.okkam.org/ontology_restaurant2.owl#has_address,entityUrl,http://www.okkam.org/ontology_restaurant2.owl#city,http://www.okkam.org/ontology_restaurant2.owl#street
14,,,continental,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category657,,
15,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address455,san francisco,243 o'farrell st.
16,,,barbecue,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category404,,
17,http://www.okkam.org/oaie/restaurant2-Category463,415/771-3500,california culinary academy,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address463,http://www.okkam.org/oaie/restaurant2-Restaurant463,,
18,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address202,new york,200 w. 70th st.
19,,,french,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category198,,
20,http://www.okkam.org/oaie/restaurant2-Category210,212/226-8413,caffe roma,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address210,http://www.okkam.org/oaie/restaurant2-Restaurant210,,
21,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category492,,
22,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address290,new york,150 w. 46th st.
23,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address468,san francisco,732 broadway
24,,,southern,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category417,,
25,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address215,new york,150 wooster st.  between houston and prince sts.
26,http://www.okkam.org/oaie/restaurant2-Category476,415/673-1888,harris',http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address476,http://www.okkam.org/oaie/restaurant2-Restaurant476,,
27,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address1,studio city,12224 ventura blvd.
28,,,american (new),http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category711,,
29,http://www.okkam.org/oaie/restaurant2-Category223,212/753-5100,corrado cafe,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address223,http://www.okkam.org/oaie/restaurant2-Restaurant223,,
30,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category252,,
31,http://www.okkam.org/oaie/restaurant2-Category489,415/546-5000,kyo-ya. sheraton palace hotel,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address489,http://www.okkam.org/oaie/restaurant2-Restaurant489,,
32,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address228,new york,181 w. 10th st.
33,,,mexican,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category724,,
34,http://www.okkam.org/oaie/restaurant2-Category236,212/226-4621,f. ille ponte ristorante,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address236,http://www.okkam.org/oaie/restaurant2-Restaurant236,,
35,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address522,san francisco,3148 geary blvd.
36,http://www.okkam.org/oaie/restaurant2-Category530,415/922-7788,yoyo tsumami bistro,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address530,http://www.okkam.org/oaie/restaurant2-Restaurant530,,
37,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category265,,
38,http://www.okkam.org/oaie/restaurant2-Category708,404-237-4116,original pancake house (at),http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address708,http://www.okkam.org/oaie/restaurant2-Restaurant708,,
39,http://www.okkam.org/oaie/restaurant2-Category17,213-628-3781,philippe the original,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address17,http://www.okkam.org/oaie/restaurant2-restaurant27,,
40,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category737,,
41,http://www.okkam.org/oaie/restaurant2-Category249,212/533-2233,french roast,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address249,http://www.okkam.org/oaie/restaurant2-Restaurant249,,
42,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address535,west la,2027 sawtelle blvd.
43,,,seafood,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category41,,
44,http://www.okkam.org/oaie/restaurant2-Category543,310-643-5229,bristol farms market cafe,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address543,http://www.okkam.org/oaie/restaurant2-Restaurant543,,
45,,,middle eastern,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category278,,
46,,,pacific new wave,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category5,,
47,,,health food,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category572,,
48,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address370,new york,54 irving pl. at 17th st.
49,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address548,redondo beach,1716 pch
50,,,seafood,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category54,,
51,http://www.okkam.org/oaie/restaurant2-Category40,212-688-6525,la cote basque,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address40,http://www.okkam.org/oaie/restaurant2-Restaurant40,,
52,http://www.okkam.org/oaie/restaurant2-Category556,310-815-1290,indo cafe,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address556,http://www.okkam.org/oaie/restaurant2-Restaurant556,,
53,http://www.okkam.org/oaie/restaurant2-Category303,212/229-9313,marquet patisserie,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address303,http://www.okkam.org/oaie/restaurant2-Restaurant303,,
54,,,vietnamese,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category585,,
55,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address383,atlanta,265 pharr rd.
56,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category332,,
57,http://www.okkam.org/oaie/restaurant2-Category391,404/364-0212,coco loco,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address391,http://www.okkam.org/oaie/restaurant2-Restaurant391,,
58,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address130,los angeles,730 n. la cienega blvd.
59,http://www.okkam.org/oaie/restaurant2-Category569,310-456-6299,la salsa (la),http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address569,http://www.okkam.org/oaie/restaurant2-Restaurant569,,
60,http://www.okkam.org/oaie/restaurant2-Category53,212-724-8585,picholine,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address53,http://www.okkam.org/oaie/restaurant2-Restaurant53,,
61,,,chinese,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category67,,
62,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address308,new york,60 e. 54th st.
63,http://www.okkam.org/oaie/restaurant2-Category316,212/489-7212,orso,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address316,http://www.okkam.org/oaie/restaurant2-Restaurant316,,
64,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address602,new york city,764 ninth ave.
65,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address52,new york city,182 w. 58th st.
66,,,hamburgers,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category598,,
67,http://www.okkam.org/oaie/restaurant2-Category610,212-473-5555,ej's luncheonette,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address610,http://www.okkam.org/oaie/restaurant2-Restaurant610,,
68,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address396,atlanta,923 peachtree st.  at 8th st.
69,,,seafood,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category345,,
70,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address143,los angeles,9255 sunset blvd.
71,http://www.okkam.org/oaie/restaurant2-Category141,310/273-5578,jackson's farm,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address141,http://www.okkam.org/oaie/restaurant2-restaurant241,,
72,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address690,atlanta,600 ponce de leon ave.
73,http://www.okkam.org/oaie/restaurant2-Category66,212-921-9494,virgil's real bbq,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address66,http://www.okkam.org/oaie/restaurant2-Restaurant66,,
74,http://www.okkam.org/oaie/restaurant2-Category329,212/ 956-3055,pomaire,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address329,http://www.okkam.org/oaie/restaurant2-Restaurant329,,
75,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category180,,
76,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address615,new york city,86 w. third st.
77,http://www.okkam.org/oaie/restaurant2-Category623,212-752-1495,la grenouille,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address623,http://www.okkam.org/oaie/restaurant2-Restaurant623,,
78,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address65,new york city,21 e. 16th st.
79,,,east european,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category358,,
80,,,eclectic,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category652,,
81,http://www.okkam.org/oaie/restaurant2-Category154,818/761-9126,paty's,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address154,http://www.okkam.org/oaie/restaurant2-restaurant254,,
82,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address156,sherman oaks,14928 ventura blvd.
83,,,mediterranean,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category105,,
84,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address450,las vegas,3713 w. sahara ave.
85,http://www.okkam.org/oaie/restaurant2-Category79,404-874-7600,ciboulette restaurant,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address79,http://www.okkam.org/oaie/restaurant2-Restaurant79,,
86,,,french,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category193,,
87,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address628,new york city,296 bleecker st.
88,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address78,atlanta,3073 piedmont rd.
89,http://www.okkam.org/oaie/restaurant2-Category636,718-858-4300,patsy's pizza,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address636,http://www.okkam.org/oaie/restaurant2-Restaurant636,,
90,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category118,,
91,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address169,los angeles,9876 wilshire blvd.
92,http://www.okkam.org/oaie/restaurant2-Category167,213/937-5733,tommy tang's,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address167,http://www.okkam.org/oaie/restaurant2-restaurant267,,
93,,,french (new),http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category665,,
94,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address463,san francisco,625 polk st.
95,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category412,,
96,http://www.okkam.org/oaie/restaurant2-Category471,415/546-5011,garden court,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address471,http://www.okkam.org/oaie/restaurant2-Restaurant471,,
97,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address210,new york,385 broome st. at mulberry
98,http://www.okkam.org/oaie/restaurant2-Category649,212-349-3132,thailand restaurant,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address649,http://www.okkam.org/oaie/restaurant2-Restaurant649,,
99,,,bbq,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category678,,
100,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address476,san francisco,2100 van ness ave.
101,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category425,,
102,http://www.okkam.org/oaie/restaurant2-Category484,415/563-0487,izzy's steak & chop house,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address484,http://www.okkam.org/oaie/restaurant2-Restaurant484,,
103,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address223,new york,1013 3rd ave.  between 60th and 61st sts.
104,http://www.okkam.org/oaie/restaurant2-Category231,212/941-7070,el teddy's,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address231,http://www.okkam.org/oaie/restaurant2-Restaurant231,,
105,http://www.okkam.org/oaie/restaurant2-Category409,404/842-0334,nickiemoto's: a sushi bar,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address409,http://www.okkam.org/oaie/restaurant2-Restaurant409,,
106,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category260,,
107,http://www.okkam.org/oaie/restaurant2-Category703,404-875-0276,majestic,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address703,http://www.okkam.org/oaie/restaurant2-Restaurant703,,
108,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address489,san francisco,2 new montgomery st.  at market st.
109,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category438,,
110,http://www.okkam.org/oaie/restaurant2-Category12,213-655-8880,le chardonnay (los angeles),http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address12,http://www.okkam.org/oaie/restaurant2-restaurant22,,
111,http://www.okkam.org/oaie/restaurant2-Category497,415/487-9800,millennium,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address497,http://www.okkam.org/oaie/restaurant2-Restaurant497,,
112,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address236,new york,39 desbrosses st.  near west st.
113,,,hamburgers,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category732,,
114,http://www.okkam.org/oaie/restaurant2-Category244,212/874-3474,fishin eddie,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address244,http://www.okkam.org/oaie/restaurant2-Restaurant244,,
115,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address530,san francisco,1611 post st.
116,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category273,,
117,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address708,atlanta,4330 peachtree rd.
118,,,steakhouses,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category0,,
119,http://www.okkam.org/oaie/restaurant2-Category716,404-892-0193,tortillas,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address716,http://www.okkam.org/oaie/restaurant2-Restaurant716,,
120,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address249,new york,458 6th ave. at 11th st.
121,,,vietnamese,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category745,,
122,http://www.okkam.org/oaie/restaurant2-Category257,212/477-8427,global,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address257,http://www.okkam.org/oaie/restaurant2-Restaurant257,,
123,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address543,pasadena,1570 rosecrans ave. s.
124,http://www.okkam.org/oaie/restaurant2-Category551,310-652-3100,duke's,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address551,http://www.okkam.org/oaie/restaurant2-Restaurant551,,
125,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category286,,
126,http://www.okkam.org/oaie/restaurant2-Category729,415-566-1770,ebisu,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address729,http://www.okkam.org/oaie/restaurant2-Restaurant729,,
127,,,pizza,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category580,,
128,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address556,la,10428 1/2 national blvd.
129,,,french,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category505,,
130,http://www.okkam.org/oaie/restaurant2-Category564,213-651-3361,johnny rockets (la),http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address564,http://www.okkam.org/oaie/restaurant2-Restaurant564,,
131,,,steakhouses,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category62,,
132,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address303,new york,15 e. 12th st.  between 5th ave. and university pl.
133,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category299,,
134,http://www.okkam.org/oaie/restaurant2-Category311,212/581-8030,motown cafe,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address311,http://www.okkam.org/oaie/restaurant2-Restaurant311,,
135,,,steakhouses,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category593,,
136,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address391,atlanta,40  buckhead crossing mall on the sidney marcus blvd.
137,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category340,,
138,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address569,malibu,22800 pch
139,,,russian/german,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category518,,
140,http://www.okkam.org/oaie/restaurant2-Category61,212-861-8080,sign of the dove,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address61,http://www.okkam.org/oaie/restaurant2-Restaurant61,,
141,,,californian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category75,,
142,http://www.okkam.org/oaie/restaurant2-Category577,310-451-0843,michael's (los angeles),http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address577,http://www.okkam.org/oaie/restaurant2-Restaurant577,,
143,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address316,new york,322 w. 46th st.
144,http://www.okkam.org/oaie/restaurant2-Category324,212/872-4895,peacock alley,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address324,http://www.okkam.org/oaie/restaurant2-Restaurant324,,
145,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address610,new york city,432 sixth ave.
146,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address60,new york city,155 e. 55th st.
147,,,seafood,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category353,,
148,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address151,santa monica,1401 ocean ave.
149,,,french (new),http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category100,,
150,,,american (new),http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category88,,
151,http://www.okkam.org/oaie/restaurant2-Category74,404-261-8186,abruzzi,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address74,http://www.okkam.org/oaie/restaurant2-Restaurant74,,
152,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address329,new york,371 w. 46th st.  off 9th ave.
153,http://www.okkam.org/oaie/restaurant2-Category337,212/753-7407,rosa mexicano,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address337,http://www.okkam.org/oaie/restaurant2-Restaurant337,,
154,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address623,new york city,3 e. 52nd st.
155,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address73,las vegas,2245 e. flamingo rd.
156,http://www.okkam.org/oaie/restaurant2-Category631,212-219-0500,nobu,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address631,http://www.okkam.org/oaie/restaurant2-Restaurant631,,
157,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category366,,
158,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category113,,
159,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address164,los angeles,8020 beverly blvd.
